occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability
street_vendor,629.51,25,15,0.1525,559.99,699.03,0.3,0,moderate
street_vendor,320.52,19,22,0.1172,257.29,383.74,0.285,1,unstable
shopkeeper,950.3,24,63,0.2448,743.13,1157.46,0.4,1,moderate
laborer,273.86,17,3,0.0956,229.23,318.5,0.024,1,unstable
shopkeeper,1077.65,26,39,0.1991,827.7,1327.61,0.336,1,moderate
laborer,535.66,18,8,0.0177,432.45,638.88,0.158,0,unstable
driver,949.26,26,31,0.1634,797.07,1101.45,0.345,0,moderate
laborer,277.69,30,15,0.073,226.9,328.47,0.143,0,unstable
laborer,274.52,19,6,0.0566,228.07,320.98,0.028,0,unstable
street_vendor,780.05,28,17,0.1201,681.52,878.59,0.162,0,moderate
delivery_worker,1601.49,26,33,0.1005,1230.11,1800.0,0.577,0,stable
street_vendor,493.79,25,26,0.0816,379.76,607.81,0.194,1,unstable
laborer,381.69,12,9,0.0157,277.94,485.44,0.063,0,unstable
delivery_worker,1535.71,26,31,0.1042,1308.72,1762.7,0.769,1,moderate
street_vendor,272.97,24,25,0.0313,208.61,337.33,0.167,0,unstable
street_vendor,737.66,16,22,0.0,633.2,842.13,0.234,0,unstable
delivery_worker,1572.15,28,40,0.2358,1173.58,1800.0,0.93,1,stable
laborer,333.82,23,10,0.0265,241.09,426.56,0.046,0,unstable
street_vendor,309.02,20,16,0.0328,270.2,347.84,0.333,0,unstable
shopkeeper,1134.14,24,66,0.2951,830.22,1438.06,0.568,0,moderate
street_vendor,344.9,25,23,0.1412,242.19,447.61,0.068,1,moderate
delivery_worker,1753.77,29,53,0.1363,1390.96,1800.0,0.736,1,stable
shopkeeper,1657.11,25,31,0.2397,1248.73,2000.0,0.438,1,stable
driver,1409.67,19,32,0.2453,1266.01,1553.34,0.793,0,stable
street_vendor,238.77,28,10,0.106,212.47,265.06,0.335,0,moderate
street_vendor,806.51,23,20,0.0558,579.15,900.0,0.263,0,unstable
driver,1128.39,26,36,0.1145,996.33,1260.45,0.599,1,moderate
street_vendor,462.46,18,24,0.0,403.91,521.02,0.186,0,unstable
delivery_worker,1110.55,22,44,0.1346,965.32,1255.78,0.587,1,moderate
street_vendor,310.01,16,15,0.0891,244.35,375.68,0.311,1,unstable
laborer,312.68,19,1,0.0599,240.05,385.31,0.131,1,unstable
shopkeeper,1186.2,25,38,0.2332,875.32,1497.08,0.436,1,moderate
delivery_worker,1220.96,19,22,0.1913,892.92,1549.0,0.755,1,moderate
laborer,503.86,24,11,0.0703,395.44,612.28,0.117,0,unstable
driver,703.39,21,42,0.3046,590.04,816.74,0.558,0,moderate
delivery_worker,1787.48,25,29,0.2834,1567.32,1800.0,0.83,1,stable
laborer,513.8,29,18,0.043,383.31,644.29,0.118,0,moderate
laborer,650.39,15,8,0.0954,467.43,700.0,0.149,0,unstable
street_vendor,362.82,23,15,0.1098,301.65,423.98,0.144,0,moderate
shopkeeper,997.52,25,74,0.238,859.67,1135.37,0.272,1,stable
laborer,427.84,20,17,0.0911,356.73,498.95,0.16,0,unstable
street_vendor,548.96,20,24,0.0222,426.45,671.46,0.189,0,unstable
driver,1441.01,12,46,0.165,1282.45,1599.57,0.641,0,moderate
driver,1358.22,19,27,0.0884,1047.5,1600.0,0.369,0,moderate
shopkeeper,1674.51,26,76,0.185,1253.36,2000.0,0.318,0,stable
delivery_worker,792.27,22,35,0.3124,601.79,982.76,0.561,1,moderate
delivery_worker,984.11,22,45,0.2457,747.85,1220.37,0.837,1,moderate
street_vendor,310.31,28,24,0.0525,264.61,356.02,0.271,0,moderate
driver,564.49,18,37,0.1892,506.74,622.25,0.351,0,moderate
laborer,362.57,10,8,0.0645,280.44,444.71,0.188,0,unstable
street_vendor,846.05,17,26,0.1063,726.29,900.0,0.198,0,unstable
driver,914.83,26,42,0.247,783.1,1046.56,0.52,0,moderate
delivery_worker,1751.46,24,37,0.1625,1319.66,1800.0,0.834,0,stable
street_vendor,406.28,26,16,0.1952,320.9,491.67,0.298,0,moderate
laborer,625.3,10,9,0.0485,462.29,700.0,0.064,0,unstable
street_vendor,299.29,29,11,0.0383,227.97,370.62,0.337,0,unstable
street_vendor,750.95,25,21,0.1037,582.18,900.0,0.107,0,moderate
driver,941.58,22,30,0.0769,747.92,1135.25,0.606,0,moderate
shopkeeper,1967.75,28,48,0.2225,1390.65,2000.0,0.733,0,stable
delivery_worker,1420.48,20,45,0.1231,1051.78,1789.19,0.778,1,moderate
shopkeeper,847.11,24,55,0.0471,744.02,950.19,0.525,0,moderate
laborer,542.36,17,1,0.0174,432.21,652.52,0.175,0,unstable
street_vendor,381.56,27,15,0.1406,286.68,476.43,0.064,0,moderate
laborer,371.62,14,9,0.0703,273.76,469.47,0.168,0,unstable
laborer,683.69,21,8,0.036,504.41,700.0,0.065,0,unstable
shopkeeper,1903.88,26,50,0.0986,1409.31,2000.0,0.674,0,stable
street_vendor,631.34,28,18,0.0,451.01,811.67,0.325,0,unstable
laborer,451.7,18,12,0.0235,376.82,526.58,0.029,0,unstable
street_vendor,406.45,21,21,0.0433,354.94,457.96,0.226,0,unstable
driver,519.36,19,15,0.0965,500.0,596.42,0.742,0,unstable
delivery_worker,1351.07,27,44,0.275,1124.62,1577.52,0.837,0,stable
laborer,356.09,22,12,0.0234,267.37,444.81,0.165,0,unstable
driver,1020.21,22,26,0.172,878.91,1161.5,0.372,0,moderate
driver,1588.01,24,41,0.1831,1291.57,1600.0,0.668,0,stable
laborer,257.44,23,11,0.1013,201.8,313.09,0.097,0,unstable
delivery_worker,904.02,25,44,0.188,665.68,1142.36,0.614,1,moderate
shopkeeper,1340.17,24,45,0.1941,1183.25,1497.1,0.727,1,moderate
shopkeeper,1277.07,25,62,0.343,919.84,1634.29,0.603,0,stable
delivery_worker,1653.2,25,49,0.223,1275.4,1800.0,0.744,0,stable
driver,544.18,20,31,0.2198,500.0,641.87,0.623,0,moderate
delivery_worker,1531.08,24,28,0.2711,1185.02,1800.0,0.572,0,stable
laborer,357.53,17,12,0.0,291.11,423.96,0.031,1,unstable
driver,1320.38,24,24,0.1406,1139.09,1501.67,0.312,1,moderate
shopkeeper,1608.68,24,43,0.2005,1418.82,1798.53,0.253,1,moderate
street_vendor,640.87,26,21,0.1445,534.2,747.53,0.332,1,moderate
shopkeeper,1097.94,24,87,0.208,886.4,1309.47,0.4,0,moderate
laborer,522.54,19,5,0.0444,409.9,635.18,0.186,0,unstable
delivery_worker,616.78,18,45,0.2223,600.0,732.59,0.731,1,moderate
delivery_worker,1158.11,24,59,0.2573,911.73,1404.48,0.723,0,stable
shopkeeper,1294.26,24,46,0.229,1147.23,1441.28,0.375,1,moderate
delivery_worker,1487.38,25,36,0.2328,1191.62,1783.14,0.725,0,stable
laborer,309.43,19,12,0.061,231.4,387.47,0.026,0,unstable
street_vendor,675.41,26,17,0.0944,595.01,755.8,0.067,0,moderate
laborer,490.51,19,11,0.0758,392.35,588.66,0.067,0,unstable
street_vendor,500.51,28,16,0.032,368.95,632.06,0.245,1,moderate
delivery_worker,1094.31,26,25,0.3777,947.61,1241.01,0.726,1,stable
laborer,542.58,24,8,0.104,411.9,673.26,0.07,1,unstable
delivery_worker,1638.45,27,36,0.1163,1205.11,1800.0,0.798,0,stable
street_vendor,802.25,20,17,0.0728,699.51,900.0,0.319,0,unstable
street_vendor,794.86,23,14,0.0377,705.85,883.87,0.166,0,unstable
delivery_worker,1063.87,24,55,0.2447,913.94,1213.8,0.561,1,stable
street_vendor,728.74,28,14,0.0701,550.74,900.0,0.054,1,unstable
street_vendor,206.46,20,16,0.1142,200.0,236.6,0.154,0,unstable
street_vendor,343.28,24,18,0.117,266.5,420.07,0.328,0,unstable
shopkeeper,1126.12,27,70,0.1403,923.27,1328.97,0.34,1,stable
delivery_worker,1206.08,28,35,0.0881,1052.42,1359.73,0.684,1,moderate
driver,663.4,22,29,0.1149,596.48,730.32,0.359,0,moderate
driver,1193.06,22,29,0.215,872.56,1513.56,0.324,1,moderate
driver,573.23,19,28,0.1359,500.0,652.19,0.47,0,moderate
delivery_worker,1115.01,21,55,0.1827,859.79,1370.23,0.597,0,moderate
delivery_worker,1708.62,26,47,0.1542,1320.6,1800.0,0.76,1,stable
street_vendor,662.94,22,19,0.0417,516.03,809.86,0.327,1,moderate
street_vendor,617.94,16,16,0.0688,513.9,721.99,0.344,0,unstable
street_vendor,550.49,23,6,0.1166,453.2,647.79,0.158,0,unstable
delivery_worker,931.18,28,41,0.2041,804.53,1057.83,0.918,1,stable
delivery_worker,1779.94,28,46,0.0899,1496.46,1800.0,0.67,0,stable
driver,835.5,23,44,0.1351,648.69,1022.3,0.445,0,moderate
street_vendor,321.08,22,27,0.0896,229.71,412.45,0.083,1,unstable
street_vendor,870.96,20,14,0.0625,737.51,900.0,0.243,0,unstable
shopkeeper,1419.88,25,57,0.2704,1243.15,1596.62,0.261,1,stable
driver,575.65,23,32,0.1319,500.0,724.41,0.392,1,moderate
delivery_worker,1226.69,20,43,0.3046,1090.94,1362.45,0.873,1,stable
delivery_worker,1683.99,25,52,0.2203,1179.23,1800.0,0.821,0,stable
driver,1095.43,18,25,0.0814,926.44,1264.43,0.571,1,moderate
street_vendor,215.55,30,15,0.1095,200.0,251.64,0.061,0,moderate
street_vendor,649.92,23,12,0.0811,552.5,747.35,0.311,0,moderate
laborer,513.02,15,7,0.0,445.43,580.62,0.051,0,unstable
delivery_worker,1034.13,30,47,0.0476,892.17,1176.09,0.827,1,moderate
delivery_worker,1230.71,30,46,0.1888,1073.44,1387.99,0.86,1,stable
laborer,359.83,22,8,0.0113,290.51,429.16,0.174,1,unstable
street_vendor,305.61,22,16,0.1399,267.41,343.82,0.198,0,unstable
shopkeeper,757.0,27,37,0.0455,700.0,868.19,0.711,0,moderate
delivery_worker,654.13,26,39,0.298,600.0,772.91,0.821,0,moderate
driver,1198.56,25,33,0.1924,1021.84,1375.27,0.671,0,moderate
shopkeeper,1743.28,30,49,0.2949,1279.87,2000.0,0.631,0,stable
laborer,698.57,17,11,0.1168,592.48,700.0,0.076,1,unstable
laborer,647.94,20,15,0.0235,505.98,700.0,0.089,0,unstable
delivery_worker,606.76,21,45,0.1781,600.0,787.05,0.678,1,moderate
delivery_worker,869.22,25,36,0.1658,617.96,1120.47,0.54,0,moderate
delivery_worker,1309.28,23,62,0.1912,942.13,1676.44,0.759,1,stable
street_vendor,792.17,26,21,0.1068,610.84,900.0,0.11,0,moderate
driver,1245.18,18,28,0.0992,872.31,1600.0,0.711,0,moderate
shopkeeper,1658.07,24,46,0.2936,1194.85,2000.0,0.42,1,stable
driver,1553.92,25,24,0.2232,1378.7,1600.0,0.32,0,stable
driver,864.0,22,44,0.1791,652.82,1075.19,0.443,0,moderate
laborer,494.57,27,10,0.0867,443.85,545.29,0.176,0,unstable
laborer,422.48,13,1,0.057,337.34,507.63,0.043,0,unstable
laborer,697.95,21,12,0.0787,545.02,700.0,0.083,0,unstable
shopkeeper,1641.3,29,56,0.1616,1313.04,1969.55,0.323,1,stable
driver,1058.29,24,24,0.1568,880.05,1236.54,0.555,1,moderate
street_vendor,574.27,26,16,0.1081,468.31,680.22,0.327,0,moderate
street_vendor,813.49,20,2,0.0576,711.82,900.0,0.052,0,unstable
shopkeeper,1179.74,24,27,0.3408,903.73,1455.75,0.472,1,moderate
delivery_worker,1452.12,24,66,0.2118,1049.94,1800.0,0.573,1,stable
driver,758.69,22,36,0.1071,617.46,899.92,0.492,0,moderate
delivery_worker,1128.04,22,24,0.207,926.7,1329.38,0.536,1,moderate
shopkeeper,1026.64,28,41,0.282,905.17,1148.11,0.676,1,stable
shopkeeper,1850.57,29,31,0.0884,1517.75,2000.0,0.299,0,stable
shopkeeper,880.06,24,47,0.2776,732.05,1028.06,0.42,1,moderate
driver,1210.26,20,23,0.0846,848.01,1572.52,0.786,1,moderate
delivery_worker,1213.46,23,49,0.0787,1033.95,1392.96,0.901,0,moderate
laborer,409.44,17,9,0.0014,314.73,504.14,0.134,0,unstable
shopkeeper,1164.88,26,51,0.0843,1048.16,1281.6,0.75,0,moderate
delivery_worker,1417.38,26,46,0.1009,1082.2,1752.57,0.903,0,stable
delivery_worker,1096.19,27,48,0.0716,907.3,1285.08,0.916,0,moderate
delivery_worker,1548.59,27,48,0.1554,1327.36,1769.83,0.523,0,stable
street_vendor,537.19,20,14,0.0863,402.76,671.62,0.081,1,unstable
laborer,699.41,23,4,0.1239,602.11,700.0,0.179,0,unstable
shopkeeper,1476.04,25,62,0.2194,1325.26,1626.81,0.597,1,stable
shopkeeper,1668.7,27,39,0.194,1389.02,1948.37,0.323,1,stable
street_vendor,429.74,29,13,0.0885,310.11,549.38,0.195,0,moderate
street_vendor,792.35,20,14,0.1093,641.03,900.0,0.219,1,moderate
street_vendor,443.66,23,27,0.085,379.25,508.07,0.076,0,unstable
delivery_worker,1599.88,29,55,0.2106,1150.78,1800.0,0.838,1,stable
delivery_worker,797.06,24,20,0.2455,706.06,888.07,0.592,1,moderate
street_vendor,582.2,28,16,0.1217,442.44,721.97,0.257,0,moderate
laborer,226.49,19,9,0.0214,200.29,252.69,0.129,0,unstable
shopkeeper,1736.09,27,51,0.3426,1285.26,2000.0,0.392,0,stable
delivery_worker,823.32,26,29,0.2558,693.28,953.37,0.687,1,moderate
laborer,655.58,26,16,0.0,523.45,700.0,0.055,1,moderate
laborer,402.76,22,8,0.0,344.18,461.34,0.144,0,unstable
laborer,256.1,30,5,0.0604,200.0,324.4,0.073,0,unstable
driver,1260.29,27,32,0.2272,1073.11,1447.48,0.735,0,stable
laborer,686.46,19,16,0.102,607.44,700.0,0.106,1,unstable
delivery_worker,804.6,26,48,0.2502,600.0,1022.18,0.591,1,moderate
shopkeeper,1604.66,29,44,0.2749,1271.77,1937.55,0.558,0,stable
delivery_worker,715.21,18,28,0.1527,600.0,858.69,0.529,1,moderate
delivery_worker,651.29,28,31,0.226,600.0,769.72,0.791,0,moderate
street_vendor,378.64,22,27,0.1361,295.3,461.98,0.343,0,unstable
laborer,395.87,12,10,0.0185,319.52,472.21,0.079,1,unstable
street_vendor,526.38,20,16,0.0,473.39,579.37,0.198,0,unstable
driver,795.96,22,35,0.2309,604.86,987.05,0.549,0,moderate
delivery_worker,1196.89,24,15,0.3147,972.59,1421.2,0.82,1,stable
shopkeeper,1237.6,26,22,0.3641,1021.34,1453.86,0.695,0,stable
street_vendor,829.06,24,19,0.0854,628.57,900.0,0.345,0,moderate
driver,733.25,20,19,0.2258,583.44,883.06,0.657,0,moderate
delivery_worker,1676.36,21,25,0.1209,1410.96,1800.0,0.843,1,moderate
street_vendor,815.87,23,18,0.1724,583.03,900.0,0.167,0,moderate
laborer,362.31,21,6,0.1357,280.96,443.67,0.097,1,unstable
delivery_worker,1672.01,29,40,0.1083,1300.35,1800.0,0.724,1,stable
laborer,503.43,16,12,0.0345,371.7,635.16,0.19,1,unstable
street_vendor,540.35,27,22,0.0427,421.78,658.91,0.238,1,unstable
driver,1169.21,21,34,0.0149,937.36,1401.05,0.688,0,moderate
delivery_worker,1030.59,26,14,0.1773,761.49,1299.7,0.922,0,stable
laborer,433.71,15,5,0.0579,332.01,535.4,0.169,0,unstable
street_vendor,580.65,25,13,0.0559,409.78,751.53,0.203,0,unstable
delivery_worker,791.49,25,41,0.2153,600.0,1011.3,0.815,1,moderate
street_vendor,310.34,25,10,0.0508,274.9,345.78,0.069,0,unstable
delivery_worker,927.98,25,41,0.2322,687.44,1168.52,0.662,0,moderate
street_vendor,657.74,27,15,0.0918,510.36,805.12,0.157,0,unstable
shopkeeper,1038.82,25,38,0.1613,899.07,1178.57,0.723,0,moderate
driver,1303.94,21,35,0.3166,1128.46,1479.41,0.791,0,stable
driver,1133.34,20,32,0.1729,827.15,1439.52,0.435,0,moderate
street_vendor,842.18,21,16,0.0697,704.66,900.0,0.089,1,unstable
driver,596.41,25,21,0.1723,500.0,707.58,0.565,1,moderate
shopkeeper,1622.7,26,36,0.1677,1342.68,1902.72,0.686,0,stable
shopkeeper,1140.66,29,56,0.2312,945.65,1335.67,0.726,1,stable
driver,1499.71,20,37,0.0923,1064.74,1600.0,0.419,0,moderate
laborer,598.71,24,12,0.008,509.24,688.18,0.037,0,unstable
delivery_worker,1773.72,23,53,0.0119,1304.41,1800.0,0.626,1,moderate
shopkeeper,1326.71,27,50,0.3459,1071.05,1582.36,0.314,0,stable
laborer,586.42,27,10,0.0,424.9,700.0,0.114,1,unstable
driver,1258.44,19,37,0.2538,905.33,1600.0,0.461,0,moderate
driver,1104.99,24,34,0.1756,802.44,1407.53,0.31,1,moderate
delivery_worker,708.01,24,49,0.1491,600.0,841.41,0.653,0,moderate
street_vendor,498.07,27,25,0.1017,369.59,626.55,0.077,0,unstable
laborer,650.52,19,9,0.0,471.36,700.0,0.151,1,unstable
driver,881.3,21,43,0.141,676.26,1086.34,0.781,1,moderate
delivery_worker,1451.48,23,39,0.1517,1239.47,1663.5,0.654,0,moderate
street_vendor,719.27,20,10,0.1076,507.49,900.0,0.148,0,unstable
laborer,363.25,10,12,0.0378,278.03,448.46,0.161,1,unstable
laborer,562.11,18,4,0.0678,462.55,661.68,0.181,1,unstable
delivery_worker,842.18,21,50,0.1106,631.29,1053.07,0.732,0,moderate
street_vendor,230.48,21,9,0.1674,200.0,288.83,0.273,0,unstable
laborer,314.6,21,12,0.1284,274.1,355.1,0.154,0,moderate
laborer,659.95,11,13,0.0,537.61,700.0,0.095,0,unstable
laborer,409.99,29,8,0.0487,356.45,463.54,0.05,0,unstable
laborer,593.15,27,10,0.1272,484.86,700.0,0.063,0,moderate
delivery_worker,701.06,22,84,0.2513,600.0,844.76,0.828,1,moderate
delivery_worker,1358.03,27,58,0.0765,1065.52,1650.53,0.926,1,stable
driver,1496.35,18,21,0.0839,1330.72,1600.0,0.741,0,moderate
shopkeeper,1547.69,26,72,0.2195,1251.02,1844.35,0.533,0,stable
laborer,365.49,18,7,0.0583,295.16,435.81,0.193,0,unstable
street_vendor,624.64,24,15,0.09,538.97,710.3,0.135,0,moderate
street_vendor,417.22,21,22,0.044,371.34,463.1,0.282,0,unstable
driver,1385.17,20,45,0.1448,1198.49,1571.84,0.626,0,moderate
delivery_worker,1709.79,28,39,0.2249,1460.66,1800.0,0.617,1,stable
delivery_worker,1150.56,21,31,0.1069,894.31,1406.82,0.776,0,moderate
delivery_worker,1409.69,20,31,0.2756,1047.99,1771.39,0.705,0,moderate
laborer,694.39,18,6,0.0379,614.94,700.0,0.177,1,unstable
laborer,357.9,21,12,0.0,308.89,406.91,0.055,1,unstable
street_vendor,696.02,23,18,0.0525,620.78,771.25,0.243,0,moderate
driver,909.07,19,30,0.1395,671.63,1146.51,0.544,1,moderate
laborer,633.85,16,12,0.094,534.45,700.0,0.128,1,unstable
street_vendor,354.49,21,11,0.0586,315.69,393.3,0.276,0,unstable
driver,1363.36,25,34,0.1224,960.82,1600.0,0.611,0,moderate
laborer,525.79,21,10,0.0158,428.63,622.95,0.169,0,unstable
delivery_worker,937.96,28,34,0.2384,841.48,1034.44,0.628,0,stable
shopkeeper,1919.06,23,56,0.0941,1428.11,2000.0,0.654,1,stable
shopkeeper,1783.81,26,43,0.3,1469.28,2000.0,0.47,0,stable
delivery_worker,684.35,25,67,0.1847,600.0,882.56,0.735,0,moderate
laborer,232.37,20,3,0.0953,203.87,260.87,0.104,0,unstable
delivery_worker,1085.67,22,48,0.1204,798.48,1372.86,0.879,1,moderate
delivery_worker,876.22,21,27,0.2246,630.01,1122.42,0.599,0,moderate
street_vendor,825.63,28,16,0.1127,700.77,900.0,0.206,0,moderate
driver,858.55,23,32,0.2773,745.79,971.3,0.727,1,moderate
shopkeeper,1796.8,25,51,0.3412,1511.72,2000.0,0.434,1,stable
driver,1091.39,24,20,0.0927,800.39,1382.4,0.439,0,moderate
laborer,379.64,23,13,0.0507,341.4,417.88,0.089,0,unstable
laborer,321.98,30,11,0.0304,271.38,372.58,0.127,0,unstable
street_vendor,352.93,21,24,0.0518,271.67,434.19,0.277,1,unstable
driver,1106.28,25,24,0.1434,781.14,1431.42,0.737,0,moderate
driver,923.61,22,35,0.0864,810.42,1036.8,0.435,0,moderate
street_vendor,850.97,18,24,0.0722,620.07,900.0,0.177,1,moderate
street_vendor,888.39,25,15,0.081,745.56,900.0,0.051,0,moderate
shopkeeper,845.04,27,46,0.3332,700.0,999.88,0.466,0,stable
driver,1139.86,24,25,0.0262,830.66,1449.06,0.448,1,moderate
laborer,511.35,22,10,0.0813,436.61,586.09,0.186,1,unstable
driver,876.87,24,26,0.1451,785.19,968.56,0.359,1,moderate
shopkeeper,1790.51,24,40,0.3225,1388.33,2000.0,0.722,0,stable
driver,963.98,22,36,0.103,785.36,1142.6,0.412,0,moderate
laborer,503.91,28,5,0.0711,402.99,604.83,0.163,0,unstable
shopkeeper,1858.43,28,45,0.3095,1553.12,2000.0,0.713,1,stable
shopkeeper,1369.42,30,47,0.2838,1220.97,1517.87,0.484,0,stable
street_vendor,626.47,27,15,0.0494,487.46,765.49,0.135,0,unstable
delivery_worker,861.39,22,48,0.1812,658.68,1064.1,0.887,0,moderate
laborer,525.24,27,15,0.0557,401.72,648.76,0.089,0,unstable
laborer,461.8,14,7,0.0428,403.76,519.84,0.196,1,unstable
street_vendor,380.97,19,17,0.0351,274.96,486.97,0.11,1,unstable
street_vendor,506.76,22,26,0.1516,374.33,639.19,0.11,0,unstable
delivery_worker,1614.29,24,51,0.1457,1424.5,1800.0,0.652,0,stable
laborer,592.5,24,10,0.0226,506.04,678.96,0.15,0,unstable
laborer,402.47,12,13,0.0309,360.19,444.76,0.032,0,unstable
delivery_worker,1111.58,16,29,0.2156,842.01,1381.15,0.593,1,moderate
delivery_worker,814.74,20,57,0.2206,626.17,1003.31,0.936,1,moderate
street_vendor,403.14,22,19,0.0547,300.73,505.55,0.296,1,unstable
laborer,688.43,19,12,0.0695,483.9,700.0,0.096,1,unstable
street_vendor,496.57,17,16,0.0532,380.98,612.16,0.055,0,unstable
delivery_worker,1368.83,29,44,0.1238,1214.79,1522.87,0.52,0,stable
delivery_worker,1091.25,30,56,0.1191,813.46,1369.05,0.546,1,moderate
shopkeeper,881.62,28,52,0.3233,785.43,977.81,0.59,1,stable
street_vendor,453.37,30,13,0.1052,379.54,527.2,0.054,0,unstable
street_vendor,859.67,26,23,0.171,668.92,900.0,0.297,1,moderate
driver,869.74,21,37,0.1413,743.85,995.63,0.473,1,moderate
driver,1446.4,25,30,0.2906,1152.68,1600.0,0.343,1,stable
driver,944.81,21,26,0.2096,756.83,1132.8,0.782,0,moderate
shopkeeper,1210.82,26,62,0.2209,919.82,1501.83,0.703,0,stable
driver,937.96,15,20,0.0,821.6,1054.33,0.549,0,unstable
driver,1164.32,20,29,0.1896,886.36,1442.29,0.722,0,moderate
delivery_worker,761.24,27,39,0.1944,625.56,896.93,0.891,1,stable
laborer,367.09,22,8,0.0434,304.62,429.57,0.022,0,unstable
delivery_worker,1344.36,23,27,0.1427,1036.51,1652.22,0.824,0,moderate
street_vendor,297.02,21,15,0.0938,238.4,355.64,0.115,0,unstable
laborer,683.33,28,9,0.0913,499.01,700.0,0.132,0,moderate
street_vendor,254.4,17,21,0.0714,208.55,300.24,0.16,1,unstable
street_vendor,483.38,24,14,0.0033,431.21,535.56,0.193,0,unstable
shopkeeper,1057.49,22,51,0.2339,841.12,1273.86,0.416,0,moderate
street_vendor,791.58,29,13,0.155,556.86,900.0,0.134,0,moderate
laborer,690.41,18,13,0.0833,534.83,700.0,0.156,0,unstable
driver,1352.24,21,37,0.1551,1095.72,1600.0,0.576,1,moderate
driver,979.18,22,26,0.1345,780.15,1178.21,0.702,0,moderate
shopkeeper,1794.62,24,40,0.2807,1492.45,2000.0,0.742,1,stable
street_vendor,865.75,13,10,0.1009,691.73,900.0,0.186,1,unstable
delivery_worker,912.52,18,42,0.2507,782.37,1042.67,0.844,0,moderate
shopkeeper,1537.25,24,43,0.1615,1081.42,1993.08,0.698,0,moderate
laborer,346.09,10,4,0.0509,260.08,432.1,0.124,0,unstable
shopkeeper,1795.41,24,47,0.3508,1405.16,2000.0,0.43,1,stable
street_vendor,851.97,23,13,0.0979,626.78,900.0,0.093,1,moderate
driver,1177.93,19,13,0.1715,1032.91,1322.94,0.747,1,moderate
driver,685.98,22,23,0.1781,513.85,858.1,0.551,0,moderate
delivery_worker,862.54,20,49,0.2436,625.98,1099.09,0.92,1,moderate
shopkeeper,1591.82,27,61,0.2251,1240.79,1942.86,0.252,1,stable
driver,1092.1,22,35,0.2448,943.95,1240.26,0.525,0,moderate
delivery_worker,603.3,24,44,0.1241,600.0,707.76,0.716,1,moderate
street_vendor,527.48,24,23,0.0046,452.62,602.35,0.34,1,moderate
laborer,494.44,24,10,0.0912,346.76,642.12,0.198,0,unstable
laborer,304.35,13,4,0.0691,249.23,359.47,0.027,0,unstable
shopkeeper,1085.83,28,43,0.2703,760.72,1410.95,0.516,1,stable
laborer,329.84,18,12,0.0,256.55,403.12,0.179,0,unstable
driver,805.92,26,34,0.1442,653.31,958.54,0.388,1,moderate
